codigo,ano,mes,ym,profundidade,nivel_piezo,rr,eto,caudal,rr_lag1,rr_lag2,eto_lag1,eto_lag2,caudal_lag1,caudal_lag2
365/1076,2016,11,2016-11-01,129.51,8.49,78.90000140000001,1.585,205.15920000000003,38.9000004,17.4,2.8470967741935485,4.728666666666667,294.39451612903224,164.20724137931035
365/1076,2016,12,2016-12-01,,,74.8000011,1.2238709677419355,299.1213333333333,78.90000140000001,38.9000004,1.585,2.8470967741935485,205.15920000000003,294.39451612903224
365/1076,2017,1,2017-01-01,130.38,7.62,82.3000001,1.3406451612903227,283.1025806451613,74.8000011,78.90000140000001,1.2238709677419355,1.585,299.1213333333333,205.15920000000003
365/1076,2017,2,2017-02-01,130.42,7.58,41.3000005,1.8357142857142856,237.28035714285716,82.3000001,74.8000011,1.3406451612903227,1.2238709677419355,283.1025806451613,299.1213333333333
365/1076,2017,3,2017-03-01,130.13,7.87,62.0000012,2.8070967741935484,277.88193548387096,41.3000005,82.3000001,1.8357142857142856,1.3406451612903227,237.28035714285716,283.1025806451613
365/1076,2017,4,2017-04-01,130.34,7.66,2.6000001,4.5600000000000005,168.49666666666664,62.0000012,41.3000005,2.8070967741935484,1.8357142857142856,277.88193548387096,237.28035714285716
365/1076,2017,5,2017-05-01,130.44,7.56,55.4000001,5.465161290322581,116.975,2.6000001,62.0000012,4.5600000000000005,2.8070967741935484,168.49666666666664,277.88193548387096
365/1076,2017,6,2017-06-01,130.34,7.66,0.0,6.518666666666666,103.3525,55.4000001,2.6000001,5.465161290322581,4.5600000000000005,116.975,168.49666666666664
365/1076,2017,7,2017-07-01,,,1.2,6.427096774193549,66.26272727272728,0.0,55.4000001,6.518666666666666,5.465161290322581,103.3525,116.975
365/1076,2017,8,2017-08-01,133.38,4.62,9.3,6.046129032258064,76.82722222222222,1.2,0.0,6.427096774193549,6.518666666666666,66.26272727272728,103.3525
365/1076,2017,9,2017-09-01,,,0.0,4.557333333333333,74.6676923076923,9.3,1.2,6.046129032258064,6.427096774193549,76.82722222222222,66.26272727272728
365/1076,2017,10,2017-10-01,134.39,3.61,33.5,3.384193548387097,59.18722222222223,0.0,9.3,4.557333333333333,6.046129032258064,74.6676923076923,76.82722222222222
365/1076,2017,11,2017-11-01,133.47,4.53,61.900000000000006,1.718,96.09733333333334,33.5,0.0,3.384193548387097,4.557333333333333,59.18722222222223,74.6676923076923
365/1076,2017,12,2017-12-01,132.63,5.37,48.7000001,1.230967741935484,101.53041666666668,61.900000000000006,33.5,1.718,3.384193548387097,96.09733333333334,59.18722222222223
365/1076,2018,1,2018-01-01,133.04,4.96,60.8000017,1.3525806451612905,71.2990909090909,48.7000001,61.900000000000006,1.230967741935484,1.718,101.53041666666668,96.09733333333334
365/1076,2018,2,2018-02-01,131.04,6.96,44.0000011,1.8614285714285712,149.59214285714285,60.8000017,48.7000001,1.3525806451612905,1.230967741935484,71.2990909090909,101.53041666666668
365/1076,2018,3,2018-03-01,130.43,7.57,175.8000047,2.356451612903226,904.8687096774194,44.0000011,60.8000017,1.8614285714285712,1.3525806451612905,149.59214285714285,71.2990909090909
365/1076,2018,4,2018-04-01,129.83,8.17,115.3000011,3.591,404.3716666666666,175.8000047,44.0000011,2.356451612903226,1.8614285714285712,904.8687096774194,149.59214285714285
365/1076,2018,5,2018-05-01,129.84,8.16,30.6,4.775161290322581,175.80612903225807,115.3000011,175.8000047,3.591,2.356451612903226,404.3716666666666,904.8687096774194
365/1076,2018,6,2018-06-01,129.48,8.52,49.5,5.325,225.469,30.6,115.3000011,4.775161290322581,3.591,175.80612903225807,404.3716666666666
365/1076,2018,7,2018-07-01,130.33,7.67,0.0,5.378709677419355,251.73833333333332,49.5,30.6,5.325,4.775161290322581,225.469,175.80612903225807
365/1076,2018,8,2018-08-01,131.8,6.2,0.0,6.464838709677419,202.38838709677415,0.0,49.5,5.378709677419355,5.325,251.73833333333332,225.469
365/1076,2018,9,2018-09-01,,,0.0,5.006,260.78866666666664,0.0,0.0,6.464838709677419,5.378709677419355,202.38838709677415,251.73833333333332
365/1076,2018,10,2018-10-01,133.04,4.96,40.8000003,2.919677419354839,97.59333333333332,0.0,0.0,5.006,6.464838709677419,260.78866666666664,202.38838709677415
365/1076,2018,11,2018-11-01,,,152.000001,1.436,168.306,40.8000003,0.0,2.919677419354839,5.006,97.59333333333332,260.78866666666664
365/1076,2018,12,2018-12-01,132.15,5.85,39.9000001,1.241290322580645,158.91,152.000001,40.8000003,1.436,2.919677419354839,168.306,97.59333333333332
365/1076,2019,1,2019-01-01,131.44,6.56,46.5,1.3393548387096774,164.41649999999998,39.9000001,152.000001,1.241290322580645,1.436,158.91,168.306
365/1076,2019,2,2019-02-01,130.71,7.29,30.000001,2.1142857142857143,77.49035714285715,46.5,39.9000001,1.3393548387096774,1.241290322580645,164.41649999999998,158.91
365/1076,2019,3,2019-03-01,129.83,8.17,36.8,3.1322580645161286,57.17354838709678,30.000001,46.5,2.1142857142857143,1.3393548387096774,77.49035714285715,164.41649999999998
365/1076,2019,4,2019-04-01,129.43,8.57,87.2000021,3.64,70.127,36.8,30.000001,3.1322580645161286,2.1142857142857143,57.17354838709678,77.49035714285715
365/1076,2019,5,2019-05-01,130.24,7.76,10.8000003,5.389032258064516,52.55,87.2000021,36.8,3.64,3.1322580645161286,70.127,57.17354838709678
365/1076,2019,6,2019-06-01,129.99,8.01,11.5000003,5.612666666666667,50.082,10.8000003,87.2000021,5.389032258064516,3.64,52.55,70.127
365/1076,2019,7,2019-07-01,131.11,6.89,1.0,6.010645161290323,110.65166666666666,11.5000003,10.8000003,5.612666666666667,5.389032258064516,50.082,52.55
365/1076,2019,8,2019-08-01,,,6.699999999999999,5.675161290322581,76.51225806451613,1.0,11.5000003,6.010645161290323,5.612666666666667,110.65166666666666,50.082
365/1076,2019,9,2019-09-01,133.83,4.17,12.3,4.73,180.18866666666665,6.699999999999999,1.0,5.675161290322581,6.010645161290323,76.51225806451613,110.65166666666666
365/1076,2019,10,2019-10-01,,,40.1000001,2.794193548387097,62.87322580645161,12.3,6.699999999999999,4.73,5.675161290322581,180.18866666666665,76.51225806451613
365/1076,2019,11,2019-11-01,,,102.80000194,1.2766666666666666,74.73866666666666,40.1000001,12.3,2.794193548387097,4.73,62.87322580645161,180.18866666666665
365/1076,2019,12,2019-12-01,,,112.70000114,1.1561290322580646,442.91161290322583,102.80000194,40.1000001,1.2766666666666666,2.794193548387097,74.73866666666666,62.87322580645161
365/1076,2020,1,2020-01-01,131.61,6.39,45.3000001,1.2625806451612904,235.25387096774193,112.70000114,102.80000194,1.1561290322580646,1.2766666666666666,442.91161290322583,74.73866666666666
365/1076,2020,2,2020-02-01,,,8.500000100000001,2.1417241379310346,225.02310344827583,45.3000001,112.70000114,1.2625806451612904,1.1561290322580646,235.25387096774193,442.91161290322583
365/1076,2020,3,2020-03-01,,,28.1000003,2.769354838709677,116.73833333333332,8.500000100000001,45.3000001,2.1417241379310346,1.2625806451612904,225.02310344827583,235.25387096774193
365/1076,2020,4,2020-04-01,,,123.7000023,3.377,224.67052631578943,28.1000003,8.500000100000001,2.769354838709677,2.1417241379310346,116.73833333333332,225.02310344827583
365/1076,2020,5,2020-05-01,,,43.100000400000006,5.312258064516129,136.66066666666666,123.7000023,28.1000003,3.377,2.769354838709677,224.67052631578943,116.73833333333332
365/1076,2020,6,2020-06-01,,,2.40000004,5.534000000000001,114.03333333333332,43.100000400000006,123.7000023,5.312258064516129,3.377,136.66066666666666,224.67052631578943
365/1076,2020,7,2020-07-01,,,1.4,7.273870967741936,164.57225806451612,2.40000004,43.100000400000006,5.534000000000001,5.312258064516129,114.03333333333332,136.66066666666666
365/1076,2020,8,2020-08-01,,,2.6000001,5.588064516129032,175.41774193548386,1.4,2.40000004,7.273870967741936,5.534000000000001,164.57225806451612,114.03333333333332
365/1076,2020,9,2020-09-01,,,39.3000013,4.672666666666667,132.13633333333334,2.6000001,1.4,5.588064516129032,7.273870967741936,175.41774193548386,164.57225806451612
365/1076,2020,10,2020-10-01,,,81.8000013,2.6238709677419356,132.44774193548386,39.3000013,2.6000001,4.672666666666667,5.588064516129032,132.13633333333334,175.41774193548386
365/1076,2020,11,2020-11-01,,,91.40000064,1.518333333333333,345.59933333333333,81.8000013,39.3000013,2.6238709677419356,4.672666666666667,132.44774193548386,132.13633333333334
365/1076,2020,12,2020-12-01,,,81.50000084,1.147741935483871,362.1574193548387,91.40000064,81.8000013,1.518333333333333,2.6238709677419356,345.59933333333333,132.44774193548386
365/1076,2021,1,2021-01-01,,,94.3,1.2051612903225806,369.4458064516129,81.50000084,91.40000064,1.147741935483871,1.518333333333333,362.1574193548387,345.59933333333333
365/1076,2021,2,2021-02-01,,,190.0000004,1.6814285714285713,488.05642857142857,94.3,81.50000084,1.2051612903225806,1.147741935483871,369.4458064516129,362.1574193548387
365/1076,2021,3,2021-03-01,,,11.3,2.914193548387097,357.69947368421055,190.0000004,94.3,1.6814285714285713,1.2051612903225806,488.05642857142857,369.4458064516129
365/1076,2021,4,2021-04-01,,,97.1000004,3.6633333333333336,,11.3,190.0000004,2.914193548387097,1.6814285714285713,357.69947368421055,488.05642857142857
365/1076,2021,5,2021-05-01,,,33.400001,4.816129032258065,258.69916666666666,97.1000004,11.3,3.6633333333333336,2.914193548387097,,357.69947368421055
365/1076,2021,6,2021-06-01,,,33.4,5.5953333333333335,200.39633333333333,33.400001,97.1000004,4.816129032258065,3.6633333333333336,258.69916666666666,
365/1076,2021,7,2021-07-01,,,1.2,5.8348387096774195,266.79741935483867,33.4,33.400001,5.5953333333333335,4.816129032258065,200.39633333333333,258.69916666666666
365/1076,2021,8,2021-08-01,,,0.0,5.578709677419355,40.28064516129032,1.2,33.4,5.8348387096774195,5.5953333333333335,266.79741935483867,200.39633333333333
365/1076,2021,9,2021-09-01,,,61.9000001,3.9616666666666664,43.07533333333333,0.0,1.2,5.578709677419355,5.8348387096774195,40.28064516129032,266.79741935483867
365/1076,2021,10,2021-10-01,,,59.4000001,2.7503225806451614,88.97193548387096,61.9000001,0.0,3.9616666666666664,5.578709677419355,43.07533333333333,40.28064516129032
365/1076,2021,11,2021-11-01,,,8.8,1.6766666666666663,131.35666666666663,59.4000001,61.9000001,2.7503225806451614,3.9616666666666664,88.97193548387096,43.07533333333333
365/1076,2021,12,2021-12-01,,,102.1000017,1.2103225806451614,135.8816129032258,8.8,59.4000001,1.6766666666666663,2.7503225806451614,131.35666666666663,88.97193548387096
365/1076,2022,1,2022-01-01,,,6.4,1.4716129032258063,142.6558064516129,102.1000017,8.8,1.2103225806451614,1.6766666666666663,135.8816129032258,131.35666666666663
365/1076,2022,2,2022-02-01,,,5.0,2.1239285714285714,88.51714285714286,6.4,102.1000017,1.4716129032258063,1.2103225806451614,142.6558064516129,135.8816129032258
365/1076,2022,3,2022-03-01,,,151.900001,2.4454838709677422,148.71032258064514,5.0,6.4,2.1239285714285714,1.4716129032258063,88.51714285714286,142.6558064516129
365/1076,2022,4,2022-04-01,,,63.6,3.553,93.189,151.900001,5.0,2.4454838709677422,2.1239285714285714,148.71032258064514,88.51714285714286
365/1076,2022,5,2022-05-01,,,1.4,5.400322580645161,143.46548387096774,63.6,151.900001,3.553,2.4454838709677422,93.189,148.71032258064514
365/1076,2022,6,2022-06-01,,,20.200000099999997,5.666333333333333,38.852333333333334,1.4,63.6,5.400322580645161,3.553,143.46548387096774,93.189
365/1076,2022,7,2022-07-01,,,0.0,7.005483870967741,37.18161290322581,20.200000099999997,1.4,5.666333333333333,5.400322580645161,38.852333333333334,143.46548387096774
365/1076,2022,8,2022-08-01,,,0.0,5.659677419354838,55.574516129032254,0.0,20.200000099999997,7.005483870967741,5.666333333333333,37.18161290322581,38.852333333333334
365/1076,2022,9,2022-09-01,,,75.50000229999999,3.82,54.341,0.0,0.0,5.659677419354838,7.005483870967741,55.574516129032254,37.18161290322581
365/1076,2022,10,2022-10-01,,,77.00000229999999,2.634193548387097,20.07870967741936,75.50000229999999,0.0,3.82,5.659677419354838,54.341,55.574516129032254
365/1076,2022,11,2022-11-01,,,165.40000170000002,1.5556666666666668,50.050666666666665,77.00000229999999,75.50000229999999,2.634193548387097,3.82,20.07870967741936,54.341
365/1076,2022,12,2022-12-01,,,229.3000028,1.105483870967742,941.3629032258063,165.40000170000002,77.00000229999999,1.5556666666666668,2.634193548387097,50.050666666666665,20.07870967741936
365/1076,2023,1,2023-01-01,,,98.600001,1.3006451612903225,682.9903225806452,229.3000028,165.40000170000002,1.105483870967742,1.5556666666666668,941.3629032258063,50.050666666666665
365/1076,2023,2,2023-02-01,,,0.0,1.9417857142857144,323.9925,98.600001,229.3000028,1.3006451612903225,1.105483870967742,682.9903225806452,941.3629032258063
365/1076,2023,3,2023-03-01,,,32.7000002,2.915483870967742,122.04290322580646,0.0,98.600001,1.9417857142857144,1.3006451612903225,323.9925,682.9903225806452
365/1076,2023,4,2023-04-01,,,16.00000004,4.492999999999999,78.86366666666666,32.7000002,0.0,2.915483870967742,1.9417857142857144,122.04290322580646,323.9925
365/1076,2023,5,2023-05-01,,,21.9000004,5.088064516129032,40.23774193548387,16.00000004,32.7000002,4.492999999999999,2.915483870967742,78.86366666666666,122.04290322580646
365/1076,2023,6,2023-06-01,,,43.300000999999995,5.826,140.178,21.9000004,16.00000004,5.088064516129032,4.492999999999999,40.23774193548387,78.86366666666666
365/1076,2023,7,2023-07-01,,,0.0,6.226129032258064,76.09096774193549,43.300000999999995,21.9000004,5.826,5.088064516129032,140.178,40.23774193548387
365/1076,2023,8,2023-08-01,,,0.0,5.795806451612902,72.02387096774193,0.0,43.300000999999995,6.226129032258064,5.826,76.09096774193549,140.178
365/1076,2023,9,2023-09-01,,,55.0000003,4.057333333333333,78.71900000000001,0.0,0.0,5.795806451612902,6.226129032258064,72.02387096774193,76.09096774193549
